,ID,Title,Location,Estado,Company,Salary,Synopsis,Description,Post_Date,Accessed_Date,Link,English,Skills,Academy_grade,Years_Experience,SoftSkill,Skill_FrontEnd,Skill_BackEnd,Skill_computo,Roles_computo,Areas_computo
329,14,Program Manager,Remoto,Remoto,Luxoft,,"Technical background (experience as developer or any other engineering role).Select, develop, motivate and retain engineering teams.","Project Description
If you're interested in working with extraordinary people and real professionals in one of the largest IT Service Companies, join Luxoft (19,000+ employees around the world), http://www.luxoft.com.

In Luxoft, our culture is one that strives towards develop our people and make our company an amazing place to work, while we delivery a premium experience to our partners.

Great Place to Work Institute and Great place to Code certified us as one of the Top 10 companies to work for in Mexico, and we do it with a truly flexible work style, high impact projects and a culture focused on results.

In this role, you will directly contribute on the company's business growth in Mexico, you will enable our people's growth and all these while you collaborate with an amazing team.
Responsibilities
Select, develop, motivate and retain engineering teams.Coordinate and constantly seek ways to collaborate with internal teams to maintain and improve current processes and operations (Recruitment, HR, IT, Legal, Purchases, etc)Owner of the financial performance of each team/account (Responsible for P&L). Actively engaged and responsible for providing information and take decisions on the financial planning forecasts.Manage the relationship with our partners/clients by having a focus on delivering business value, helping them in their way to success.Enable successful delivery of the projects.Develop the corresponding strategies to successfully deliver our services while the team finds in Luxoft an amazing place to work.
Skills
Must have
Flexible, accountability, proactiveness.Strong Leadership skills (Communication, conflict management, people development).IT related Bachelor's degree (Computer science, Informatics, Mechatronics, Electronic and Communications, etc.).At least 6 years of experience working with clients in USA and other countries.At least 3.5 years working as Delivery Manager responsible for P&L for IT projects (only Software Development or Telecommunications).Proven knowledge of traditional and Agile Project Management methodologies.Superior written and verbal communication skills.Proven experience kicking off new projects:Experience with financial performance KPIs (ROI, CM, etc)Identify customer needs and translate it to requirements.Domain on the main pricing and operational models.Understanding of how to develop a SOW, MSA and other legal documents.Proven experience staffing teams from scratch.Experience working with different SLAs and new development projects.Experience interacting with Top leadership (CEO, CFO, VP, etc).Strong experience on financial ownership of the projects.
Nice to have
Experience acting as SCRUM Master or Product OwnerTechnical background (experience as developer or any other engineering role)Holding a Project management certification is a BIG plus (PMP, CAPM, SCRUM, SAFe, etc)Experience working in pre-sales teams.
Languages
English: C1 Advanced
Spanish: C1 Advanced
Seniority
Regular
Relocation package
If needed, we can help you with relocation process.
Vacancy Specialization
Engineering Program Management
Ref Number
VR-76771",Postedhace 14 días,2022-05-26,https://www.indeed.com/rc/clk?jk=6d64b978db02af3c&fccid=4b841d912d46e4fd&vjs=3,"Advanced English, English, Spanish","Agile
SCRUM","Bachelor, Master","6 years, 5 years","Collaborate, Comunication skills, Leadership, Written and oral communication",,,Software,Manager,
330,0,Junior Software Engineer,Remoto,Remoto,BlueCat Networks,,Solid commercial software development experience.Strong software development skills and computer science fundamentals.,"BlueCat is one of those hidden gems that is disrupting the market as a key player in the rapidly growing space of Adaptive DNS. We harness the power of DNS to provide secure, centralized network infrastructure to some of the world’s biggest brands and enterprises like Facebook, Dell, and SAP so that employees can access the computing resources they need, when they need it.
BlueCat has an award-winning culture that is embedded in what we do. We are certified as a Great Place to Work and joining our team would mean you are part of Canada's Best Workplace in Technology, Best Workplace for Today's Youth and Women, and Best Workplace for Mental Health and Inclusion.
We are looking for a Junior Software Engineer!
BlueCat seeks a driven, results-oriented Junior Software Engineer who, along with being a great Developer in their own right, enjoys collaborating with team members in building great products.
Summary Of Responsibilities:Contribute to the development and design of BlueCat's solutions in an agile team environmentWrite high quality, testable and maintainable code that satisfies customers needsCollaborate with other engineers, architects and stakeholders to drive the product forwardParticipate in product discussions, influence the development roadmap and take ownership and responsibility over projects to make them happen

What We're Looking For:Bachelor's in Computer Science, Computer Engineering, or a closely related fieldSolid commercial software development experienceStrong software development skills and computer science fundamentalsComfortable working with large, complex codebases and understand the challenges around moving them forwardFluent in one language & happy working predominantly in Java along with PythonInterest in full stack development, working on UI, API, business logic, building observability and monitoring solutionsVersatile development mindset with the ability and desire to pick up different languages, frameworks and techniques with easeInterest working with DNS, DHCP and networkingInterest working with a product that's deployed on multiple architectures & cloud environments
We’ve got you covered:
Not only does BlueCat have a great work environment, and employee programs, but we have a strong culture and live our values every day. We believe in Curiosity, Collaboration, Transparency and Ownership. Above all, we have fun.
If you’re as excited about the future of our company as we are, we would love to hear from you!
BlueCat is an Equal Opportunity Employer that is committed to inclusion and diversity. We also take affirmative action to offer employment and advancement opportunities to all applicants, including minorities, women, protected veterans, and individuals with disabilities. BlueCat will not discriminate or retaliate against applicants who inquire about, disclose, or discuss their compensation or that of other applicants.",Postedhace 29 días,2022-05-26,https://www.indeed.com/rc/clk?jk=505cfd0f14202d5e&fccid=da5697270b0462bd&vjs=3,,"agile
Python",Bachelor,,"Collaborate, Curiosity",Environment,Java,"Full Stack, Software, Cloud, Java, API, UI",Engineer,Software
331,1,Software Developer - C/C++,"Guadalajara, Jal.",Jalisco,Oracle,,"Provide technical leadership to other software developers.As a member of the software engineering division, you will assist in defining and developing software…","Software Developer - C/C++-2200015X

Applicants are required to read, write, and speak the following languages: English

Preferred Qualifications
The team is responsible for Oracle Cluster Registry, Cluster Activity Log, REST APIs for Oracle Clusterware, in addition to several infrastructure components such as Grid Infrastructure Communication Layer and FAN Events.

Clusterware is part of the infrastructure that manages DB instances on Exadata DB and Exadata Cloud @ Customer, Exadata Cloud Services, and Autonomous Database offering on Oracle Cloud. Our value is ensuring users get very high availability and no downtime.

As members of the team, we are responsible for revamping existing algorithms for scalability and availability. We want to detect and correct errors before customers see them and can provide accurate diagnostics when we cannot correct them. As part of the team, everyone contributes to the design and development of other challenging areas of opportunity.
Requirements:
Familiar with computer science general concepts
Good experience in operating systems (multithreading, processes, stacks, etc.)
Solid knowledge of algorithms, data structures, and memory management
Skilled with C/C++
Knowledge of distributed systems and networking,
interprocess communication is a plus.

Detailed Description and Job Requirements

Design, develop, troubleshoot and debug software programs for databases, applications, tools, networks etc.

As a member of the software engineering division, you will assist in defining and developing software for tasks associated with the developing, debugging or designing of software applications or operating systems. Provide technical leadership to other software developers. Specify, design and implement modest changes to existing software architecture to meet changing needs.

Duties and tasks are varied and complex needing independent judgment. Fully competent in own area of expertise. May have project lead role and or supervise lower level personnel. BS or MS degree or equivalent experience relevant to functional area. 4 years of software engineering or related experience.

Oracle is an Affirmative Action-Equal Employment Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, sexual orientation, gender identity, disability, protected veterans status, age, or any other characteristic protected by law.

Job: Product Development
Location: MX-MX,Mexico-Guadalajara/Zapopan
Job Type: Regular Employee Hire
Organization: Oracle",Postedhace 30+ días,2022-05-26,https://www.indeed.com/rc/clk?jk=36dac0570e938269&fccid=cd22d01053af7669&vjs=3,English,,,4 years,"Comunication skills, Leadership, Organization",,Oracle,"Software, Cloud, Oracle, C++",Developer,Software
332,2,Software Developer,"Tijuana, B.C.",Baja California,BD,,Proporcionar los accesos y lo necesario para el uso de las bases de datos que haya desarrollado.2+ años de experiencia en el área.,"Job Description Summary
Job Description
1. Desarrollar y dar mantenimiento a aplicaciones y/o softwares que faciliten la ejecución de los procesos productivos o del manejo de la información de los departamentos donde aplique.
2. Analizar los procesos y sistemas de manejo de información y datos, identificar oportunidades de mejora y proponer alternativas que sean más seguras y efectivas, que mejoren la Calidad, el Tiempo de Entrega y el Costo del producto.
3. Colaborar con las áreas funcionales en proyectos, eventos de mejora y necesidades que se determinen necesarias.
4. Participar en los Kaizen Blitz cuando el servicio técnico de esta posición sea requerido.
5. Realizar siempre sus actividades aplicando rigurosamente las reglas, procedimientos y políticas de seguridad, y utilizando siempre el equipo de seguridad adecuado, cuando este sea requerido.
6. Adicionalmente, el colaborador participara en otras actividades de apoyo de los diferentes objetivos estratégicos de la Empresa.
Roles y Responsabilidades Especificas
1. Entrenar al personal aplicable en el uso y manejo adecuado de las aplicaciones y/o softwares desarrollados.
2. Proporcionar los accesos y lo necesario para el uso de las bases de datos que haya desarrollado.
3. Elaborar las instrucciones o manuales de usuario necesarios para la correcta utilización de las aplicaciones y/o software desarrollados.
Requerimientos:
2+ años de experiencia en el área
Título profesional en Ingeniería en Sistemas, Informática o afín
Inglés avanzado (Indispensable)
Programacion (SQL, PYTHON, DATA SCIENCE, BI)
Manejo de base de datos
Visa vigente (deseable)
Primary Work Location
MEX Tijuana - Alaris El Florido
Additional Locations
Work Shift",Postedhace 30+ días,2022-05-26,https://www.indeed.com/rc/clk?jk=03889b5be8c9d5f6&fccid=f33adcecbae03a00&vjs=3,"Ingles Avanzado, Ingles",PYTHON,Licenciatura,2+ años,,,"Python, SQL","Software, Python, SQL",Developer,Software
333,3,.Net Fullstack Developer 100% REMOTO,"Remoto in Apodaca, N. L.",Remoto,Northware Software Development,,Interesado postularse por este medio o al correo slugo arro ba northware . mx.Tipo de trabajo: Full-time.,"DESCRIPCIÓN DEL PUESTO
Experiencia mínima de 3 años en:
C# /. Net
MVC
WCF
HTML5
CSS 3
Bootstrap
Javascript
Jquery
API REST
SQL Server 2016
GITHub (Deseable)
Scrum (Deseable
****INGLES INTERMEDIO EN ADELANTE ***
REQUISITOS
Sexo: Indistinto
Experiencia de 3 años mínimos en puestos similares o iguales.
Licenciatura o ingeniería terminadas.
Interesado postularse por este medio o al correo slugo arro ba northware . mx
BENEFICIOS
Horarios de 9:00am a 6:00 pm
Sueldo base:
Dependiendo el perfil.
Cotización al 100% nominal.
Prestaciones de ley.
Prestaciones superiores (Vales de despensa, seguro de vida, descuentos, entre otros).
Ubicación: HOME OFFICE.
Contrato por tiempo INDEFINIDO.
DETALLES
Área: Tecnología, Sistemas y Telecomunicaciones/Programación
Nivel mínimo de educación: Universitario (Graduado)
Tipo de trabajo: Full-time
Modo de trabajo: Remoto",Postedhace 30+ días,2022-05-26,https://www.indeed.com/rc/clk?jk=5941d79a24cdff5c&fccid=c7941f813a156bac&vjs=3,,"Javascript
MVC
Bootstrap
HTML5
GIT
GITHub
Scrum",Licenciatura,"3 años, 3 años",,"HTML, CSS, JavaScript, Github","Github, JavaScript, SQL, MSSQL","JavaScript, CSS, SQL, JQuery, C++, API",Developer,Full Stack
334,4,Software Developer,"Cuernavaca, Mor.",Morelos,Thales,,"Analysis of customer requirements and specification.Design, development, validation, document creation and updates, application reworking during perso projects…","Thales people architect identity management and data protection solutions at the heart of digital security. Business and governments rely on us to bring trust to the billons of digital interactions they have with people. Our technologies and services help banks exchange funds, people cross borders, energy become smarter and much more. More than 30,000 organizations already rely on us to verify the identities of people and things, grant access to digital services, analyze vast quantities of information and encrypt data to make the connected world more secure.
MAIN RESPONSIBILITIES
Analysis of customer requirements and specification.
Design, development, validation, document creation and updates, application reworking during perso projects life cycle.
Support TC/PM to define the most optimized and efficient way to fit customer requirements.
Support Manufacturing on application deployment, testing activities and related operational issues.
Follow priorities and objectives defined by the Team Leader or the Perso Manager.
Follow the global Personalization software Development Process.
Report potential risks and all other problems related to perso projects to the Team Leader or the Perso Manager.
REQUIREMENTS
Bachelor's Degree in Software Engineering, Computer Science or any relevant field.
Good English skills (both spoken and written).
Previous experience software development.
Experience in JavaScript and Databases (MySQL, SQL or Oracle).
JavaScript (for DP customization).
Python (for files generation), C++ (for custom COM adjustments) – not mandatory to have all of those skills, but it is recommended.
Detail oriented.
Technical curiosity.
Good team player.
At Thales we provide CAREERS and not only jobs. With Thales employing 80,000 employees in 68 countries our mobility policy enables thousands of employees each year to develop their careers at home and abroad, in their existing areas of expertise or by branching out into new fields. Together we believe that embracing flexibility is a smarter way of working. Great journeys start here, apply now!",Postedhace 14 días,2022-05-26,https://www.indeed.com/rc/clk?jk=5aa5cbcb17f7e2cf&fccid=b920aab5fd60595d&vjs=3,English,"Python
JavaScript
git
MySQL",Bachelor,,"Curiosity, Team Player",JavaScript,"JavaScript, Python, SQL, MySQL, Oracle","Software, Python, JavaScript, SQL, Mysql, Oracle, C++",Developer,Software
335,5,Software Developer in Testing,"Guadalajara, Jal.",Jalisco,Oracle,,"Provide technical leadership to other software developers.As a member of the software engineering division, you will assist in defining and developing software…","Software Developer in Testing-22000458

Applicants are required to read, write, and speak the following languages: English

Preferred Qualifications
Job Description:
At Oracle Communications (Communications Global Business Unit), we are building cutting edge cloud native solutions to serve 5G mobile core networks.
We are looking for people who strive for excellence and want to be part of a highly motivated team to build highly scalable solutions to enable the communication of the future.
As a Software Developer in Testing (IC3), you will be working with developers, architects, and product management on core network solutions (4G and 5G) including on-premise and cloud components. In this role, as part of fast agile teams, you will be designing and/or developing tools/automation software for our highly scalable microservices-based 4G and 5G core network solutions, ensuring the quality of these solutions.

Required Skills:
Education-
BS in Computer Science, Computer Engineering, or equivalent. Master’s degree is a plus, but not mandatory

Technology-
At least three or more years of hands-on Automation/Tools development experience along with QA expertise.
Experience/Knowledge in at least three of the following technical areas is also required:
Experience developing Tools/Automation Framework, ideally for telecommunications software.
Experience in Microservices and cloud native applications.
Experience in Kubernetes and Docker.
Experience testing cloud based services (e.g. SaaS, PaaS)
Experience in web services, or web based technologies using REST API test automation.
Experience testing highly available/redundant software.
Expertise in following: Python, Java, Shell Script, C++
Experience in Linux/Unix environment
Experience with LTE(4G)/5G technologies, especially core network, is a big plus but not mandatory.
ISTQB Certifications is nice to have but not a requirement

Other Skills-
Solid experience in software QA methodologies, product life cycle including planning and strategy design.
Experience in agile development
Excellent problem solving, analytical skills and technical troubleshooting skills
Ability to learn new skills quickly as needed
Ability to work with no/minimal supervision.
Understanding of software quality assurance principles
Outstanding communication and presentation abilities
Ability to multi-task and handle changing priorities.
Must have a strong drive for success
Mentor the team of QA developers on development best approaches and practices.
Working with application teams and other stakeholders
Ability to work as part of a distributed team.
Ensuring compliance with development methodology and technical process.
Excellent team skills, can-do attitude, focus on quality.

Detailed Description and Job Requirements

Design, develop, troubleshoot and debug software programs for databases, applications, tools, networks etc.

As a member of the software engineering division, you will assist in defining and developing software for tasks associated with the developing, debugging or designing of software applications or operating systems. Provide technical leadership to other software developers. Specify, design and implement modest changes to existing software architecture to meet changing needs.

Duties and tasks are varied and complex needing independent judgment. Fully competent in own area of expertise. May have project lead role and or supervise lower level personnel. BS or MS degree or equivalent experience relevant to functional area. 4 years of software engineering or related experience.

Oracle is an Affirmative Action-Equal Employment Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, sexual orientation, gender identity, disability, protected veterans status, age, or any other characteristic protected by law.

Job: Product Development
Location: MX-MX,Mexico-Guadalajara/Zapopan
Job Type: Regular Employee Hire
Organization: Oracle",Postedhace 30+ días,2022-05-26,https://www.indeed.com/rc/clk?jk=f84ead85ca9d4cf3&fccid=cd22d01053af7669&vjs=3,English,"agile
Python
Unix
Linux","Bachelor, Master",4 years,"Analitical, Comunication skills, Continuously learn, Leadership, Mentor, Motivated, Organization, Problem solving",Environment,"Linux, Java, Python, Oracle, Docker, Kubernetes","Software, Cloud, Java, Python, Oracle, C++, API, REST API, Microservices, Kubernetes, Docker",Developer,Software
336,6,Embedded Software Developer Jr,"Guadalajara, Jal.",Jalisco,Bosch Group,,"C programming experience (Mid Level +1 Yrs industry Experience).CAN protocol, LIN , UDS (basic knowledge: theoretical knowledge of the protocol, basic user.).","Company Description
If you like challenges and willingness to overcome obstacles, we are looking for you!
Bosch was founded in Stuttgart in 1886 by Robert Bosch, our operating areas are in four business sectors; mobility solutions, consumer goods, industrial technology and energy and building technology.
Discover in Bosch the ideal place for you. Our products, present in a wide variety of fields, that contribute to improve the quality of life of millions of people.

Job Description
Knowledge and skills:
C programming experience (Mid Level +1 Yrs industry Experience).
CAN protocol, LIN , UDS (basic knowledge: theoretical knowledge of the protocol, basic user.)

Qualifications
Preferred Skills:
Experience with Software Development Life Cycle (V model, ASPICE).
Hands-on experience regarding Software Requirements Analysis.
Experience using DOORS, CANOe ,CANalyzer, DaVinci Dev (Vector Tools), INCA, T1 (Gliwa) or Similar Tools.
Test abilities/Unit testing/Module Test/System Test (basic test).
Proficient in English level.
Team work and intercultural orientation.
Good Communication skills.
Static code analysis (QAC/Misra: basic user).
AUTOSAR is an advantage.
Functional Safety knowledge (ISO 26262).
Experience working with Automotive Electronic Control Units (ECU's)
Familiar with Agile Methodologies (SCRUM, KANBAN, Continuous Integration, etc.)
Additional Information
Do you want beneficial technologies being shaped by your ideas? Whether in the areas of mobility solutions, consumer goods, industrial technology or energy and building technology – with us, you will have the chance to improve quality of life all across the globe.
Bosch is constantly expanding its international presence, since for us cultural diversity represents one of our greatest strengths. We are continuously promoting the growth of our more than 17,000 associates.
We value the balance between personal and work life as one of the main tools to improve the creativity and productivity of our associates.
Welcome to Bosch",Postedhace 25 días,2022-05-26,https://www.indeed.com/rc/clk?jk=14bf31d3e5157cc3&fccid=a2faf1301ac6ad4b&vjs=3,English,"Unit testing
Agile
SCRUM",,,"Comunication skills, Creativity, Team Work",,,"Software, Software Delopment Life Cycle, C++",Developer,Software
337,7,Project Engineer - Mechanics,"Remoto in 66267, Monterrey, N. L.",Remoto,Weatherford,,"Works closely with other modelling engineers, software developers, product lines and management team to identify opportunities for improving the performance of…","VisiÃ³n general:

Weatherford is a leading global energy services company. Our world-class experts partner with customers to optimize their resources and realize the full potential of their assets. Across our operating locations, including manufacturing, research and development, service, and training facilities, operators choose us for strategic solutions that add efficiency, flexibility, and responsibility to any energy operation.

We are focused on technology development, digital solutions, and defining our footprint in the new energy space. Our ability to provide integrated solutions across our segments will be critical to growth in our core operations and the energy transition.


Energy producers face unique challenges every day, so it is our job to create solutions that enhance safety, streamline operations, and sustain uptime to meet or exceed their targets. We operate across the global energy landscape employing some of the best diverse talent in the industry. At Weatherford, we understand the value each individual brings to the table. We celebrate diversity in all its forms and are immensely proud of our workforce. We invite you to join our passionate, talented, word-class team.

When you join Weatherford, you instantly feel connected to something bigger – a community that is grounded by our core values and driven to create innovative solutions for our customers. We celebrate each other’s successes, grow together, and learn from each other constantly. Individually, we are impressive. Together, we are unstoppable. We are One Weatherford.

Weatherford offers competitive compensation, a comprehensive benefits program and provide you a challenging and enriching career path, with a healthy balance of structure and flexibility to chart your own course.
Weatherford is an Equal Opportunity Employer. Employment decisions are made without regard to race, color, religion, national or ethnic origin, sex, sexual orientation, gender identity or expression, age, disability, protected veteran status or other characteristics protected by law.
Requisitos de trabajo:
JOB SCOPE:
We’re looking to the future with a clear vision and a strong mission. Our goal is to address the headwinds facing the industry, and revolutionize the oilfield with digital technology, integrated solutions, and world-class talent. We accept every challenge for the benefit of our Company, our industry, and the world.
Weatherford is currently seeking a Project Engineer - Hydraulics who is passionate about conceptualizing, developing, and deploying physics-based models to accurately characterize hydraulic processes taking place during well drilling and completion operations. The successful candidate will work with multiple domain experts to improve existing modeling solutions and create new solutions addressing energy industry challenges energy in a business-effective way.
Works on all aspects related to mechanical engineering during the creation and delivery of physics-based modeling solutions for drilling, completion, and other energy industry operations
Responsible for selecting and/or developing the optimum model(s) for characterization of drilling and completion mechanical processes, including testing, validating, and benchmarking analytic solutions derived from the models
Shares expertise with peers and other domain experts sustaining an open collaborative environment focused on solving complex engineering problems
Works closely with other modelling engineers, software developers, product lines and management team to identify opportunities for improving the performance of existing modeling solutions
Works closely with other members of technical staff, product management, services, and management to evaluate third-party solutions and determines their applicability to existing modeling products
Develops and tunes steady-state, transient, and explicit dynamic models for drilling, completion and other processes in the energy industry
Leads the research in analytic and/or computational modeling of mechanical systems applied to drilling and completion operations
Participates in technical seminars and writing technical papers
Participates in estimation, planning, and identification of risks and issues related to model accuracy and uncertainties
Partners and works with data scientists and other modeling engineers to create hybrid analytics solutions (physics plus AI/ML).
Experiencia:
Master’s degree in Mechanical Engineering (thermal or mechanical focus) or related technical subject area with a minimum of 10 years of related experience
Solid understanding of mechanical modeling and numerical methods. Generate models based on equations. (Applied to the energy industry a plus)
Experience with steady-state, transient and explicit dynamics modeling tools for mechanical processes
Proven experience in developing physics-based solutions for mechanical processes (in the energy industry is a plus). This may include but is not limited to drilling mechanics, downhole mechanics, torque and drag, vibration, explicit dynamics, (drilling bottom home assembly integrity a plus) abrasion, failure analysis, heat transfer and dissipation, etc.
Focused on investigation and develop of products and software development.",Postedhace 9 días,2022-05-26,https://www.indeed.com/rc/clk?jk=1c6d51cd1fb85134&fccid=e764c38693822dfc&vjs=3,,"er model
express
git",Master,10 years,"Analitical, Continuously learn, Efficiency, Innovation, strategic",Environment,,Software,Engineer,
338,8,TIBCO Developer,"Aguascalientes, Ags.",Ags,Capgemini,,Además tenemos un plan de carrera profesional diseñado en base a tus expectativas y un programa de medición y mejora continua.,"

En Capgemini estamos armando sólidos equipos. Contamos con la posición de Consultor Tibco para trabajar en Capgemini, ubicación Aguascalientes, Monterrey o zona metropolitana.
 Requisitos:

 Ingeniero en sistemas, computación, industrial o afín especializado en el desarrollo de software .

 Experiencia Minima 3 años en:

 TIBCO BUSINESS WORK
 BW ENTERPRISE MESSAGING SERVICE
 EMS BUSINESS CONNECT
 BC TIBCO BUSINESS EVENTS

 Skills:

 Proactivo
 Auto-organizado
 Autodidacta
 Buenas habilidades de comunicación.

 Contamos con esquema 100% nómina, prestaciones de ley, prestaciones superiores a las de la ley, y un gran ambiente laboral.Además tenemos un plan de carrera profesional diseñado en base a tus expectativas y un programa de medición y mejora continua.
 Tu carrera en Capgemini
 Al trabajar en un ambiente de equipo, nuestros consultores se enfocan en el análisis, diseño y desarrollo de soluciones basadas en tecnología para los clientes de Capgemini.
 Trabajarás en conjunto con especialistas funcionales, técnicos y del negocio para ayudar a desarrollar la implementación e integración de soluciones y sistemas innovadores incluyendo metodologías, técnicas y herramientas.
 Contribuirás de una manera responsable y oportuna con la satisfacción del cliente proporcionando servicios y productos que generan valor agregado.
 Capgemini ofrece una compensación competitiva y beneficios superiores a los de Ley.
 Nuestras oficinas centrales están en París, Francia y tenemos presencia en más de 40 países. Somos más de 2,400 profesionales en México, ubicados en Ciudad de México, Aguascalientes y Monterrey.
 Capgemini ha desarrollado metodologías propias a nivel global: Collaborative Business Experience y Rightshore.
 Te encantará trabajar en Capgemini porque:
 Ofrecemos una experiencia única de reclutamiento y onboarding, y te ayudamos a construir las bases de tu carrera y habilidades profesionales.
 Proveemos un ambiente de trabajo colaborativo basado en nuestros 7 valores: Honestidad, Audacia, Confianza, Libertad, Espíritu de Equipo, Modestia y Diversión.
 Promovemos un ambiente que te permite planear y desarrollar tu carrera.
 “En Capgemini México, el objetivo es atraer al mejor talento y lograr un ambiente laboral diverso e inclusivo por lo que no se discrimina por motivo de raza, sexo, orientación sexual, identidad o expresión de género o cualquier otra característica propia de la persona. Todas las solicitudes son bienvenidas y serán consideradas para concurso con base en el mérito del candidato contra el trabajo y/o la experiencia para el puesto”


",PostedHoy,2022-05-26,https://www.indeed.com/rc/clk?jk=3b6324191ad417bd&fccid=105ecfd0283f415f&vjs=3,,,Licenciatura,3 años,"Organizado, Proactivo",,,Software,Developer,
339,9,Software Developer (Wintel),"Guadalajara, Jal.",Jalisco,Oracle,,"Provide technical leadership to other software developers.As a member of the software engineering division, you will assist in defining and developing software…","Software Developer (Wintel)-21000YX2

Applicants are required to read, write, and speak the following languages: English

Preferred Qualifications

Description
Fleet Patching and Provisioning is a team whose purpose is to develop a software lifecycle management solution, and help standardize patching, provisioning, and upgrade of your standard operating environment. Additionaly, the team is also responsible of the development of the product Zero Downtime Migration that is a solution to migrate customers from onpremises to the Oracle Cloud Infrastructure (OCI).

Preferred Qualifications
BS degree in Computer Science
Proven English skills (at least CEFR B2 or C1 level, or equivalent)
Strong problem solving, debugging and analytical skills
Proven knowledge and exposure to data structures, theory of algorithms, OOP, SDLC, STLC, SOLID
Proven knowledge of operating systems, networks, compilers and databases.
Proficiency in two or more OOP Programming Languages including Java, C# and C++.
Experience with IO, streams, collections, generics, multithreading
For Java, experience with Java Persistence API (JPA), Java Native Interface (JNI), Java Remote Method Invocation (RMI)
For C#, experience with Windows OS, internals, services, DLLs, events, .NET, Visual Studio,
Experience with Linux as advanced user and capable to do Shell Scripting
Experience with software versioning tools such as git or svn
Exposure to SQL concepts such as queries, database joins types, etc.
Working knowledge of Oracle Databases and MySQL is a plus
Knowledge of REST principles, idempotency, HTTP methods is a plus
Knowledge of perl, PL/SQL, JUnit and Agile methodologies is a plus
Positive attitude and with advanced team player skills
Very good communication skills
Responsibilities
Participate in the research and develop of enhancements to the product as required
Participate in the troubleshooting and debugging of code for the assigned bugs and customer incidents and escalations
Provide resolution and code fixes to assigned bugs
Deliver the required code on time and with high quality
Follow up, adjust and obtain the approval for code reviews
Perform quality assurance to the code and design the required tests
Participate of the code reviews to other team members
Merge the code and become responsible for any additional fixes required
Work on the assigned tasks until the completion or escalate appropriately
Collaborate with other teams and maintain a clear and fluid communication

Detailed Description and Job Requirements

Design, develop, troubleshoot and debug software programs for databases, applications, tools, networks etc.

As a member of the software engineering division, you will assist in defining and developing software for tasks associated with the developing, debugging or designing of software applications or operating systems. Provide technical leadership to other software developers. Specify, design and implement modest changes to existing software architecture to meet changing needs.

Duties and tasks are varied and complex needing independent judgment. Fully competent in own area of expertise. May have project lead role and or supervise lower level personnel. BS or MS degree or equivalent experience relevant to functional area. 4 years of software engineering or related experience.

Oracle is an Affirmative Action-Equal Employment Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, sexual orientation, gender identity, disability, protected veterans status, age, or any other characteristic protected by law.

Job: Product Development
Location: MX-MX,Mexico-Guadalajara/Zapopan
Job Type: Regular Employee Hire
Organization: Oracle",Postedhace 30+ días,2022-05-26,https://www.indeed.com/rc/clk?jk=e3443def1db7e7be&fccid=cd22d01053af7669&vjs=3,"Advanced English, English","Agile
git
MySQL
Linux",,4 years,"Analitical, Collaborate, Comunication skills, Leadership, Organization, Positive attitude, Problem solving, Team Player","Environment, Git","Linux, Git, Java, SQL, MySQL, Oracle","Software, Cloud, Java, SQL, Mysql, Oracle, C++, API",Developer,Software
